row_id,ISIS,linkage_position_1based,between_nt_1based,linkage,is_PS,is_PO,is_unknown_linkage
223,590610,16,16-17,PS,True,False,False
224,590611,1,1-2,PS,True,False,False
224,590611,2,2-3,PS,True,False,False
224,590611,3,3-4,PS,True,False,False
224,590611,4,4-5,PS,True,False,False
224,590611,5,5-6,PS,True,False,False
224,590611,6,6-7,PS,True,False,False
224,590611,7,7-8,PS,True,False,False
224,590611,8,8-9,PS,True,False,False
224,590611,9,9-10,PS,True,False,False
224,590611,10,10-11,PS,True,False,False
224,590611,11,11-12,PS,True,False,False
224,590611,12,12-13,PS,True,False,False
224,590611,13,13-14,PS,True,False,False
224,590611,14,14-15,PS,True,False,False
224,590611,15,15-16,PS,True,False,False
224,590611,16,16-17,PS,True,False,False
225,590612,1,1-2,PS,True,False,False
225,590612,2,2-3,PS,True,False,False
225,590612,3,3-4,PS,True,False,False
225,590612,4,4-5,PS,True,False,False
225,590612,5,5-6,PS,True,False,False
225,590612,6,6-7,PS,True,False,False
225,590612,7,7-8,PS,True,False,False
225,590612,8,8-9,PS,True,False,False
225,590612,9,9-10,PS,True,False,False
225,590612,10,10-11,PS,True,False,False
225,590612,11,11-12,PS,True,False,False
225,590612,12,12-13,PS,True,False,False
225,590612,13,13-14,PS,True,False,False
225,590612,14,14-15,PS,True,False,False
225,590612,15,15-16,PS,True,False,False
225,590612,16,16-17,PS,True,False,False
226,590613,1,1-2,PS,True,False,False
226,590613,2,2-3,PS,True,False,False
226,590613,3,3-4,PS,True,False,False
226,590613,4,4-5,PS,True,False,False
226,590613,5,5-6,PS,True,False,False
226,590613,6,6-7,PS,True,False,False
226,590613,7,7-8,PS,True,False,False
226,590613,8,8-9,PS,True,False,False
226,590613,9,9-10,PS,True,False,False
226,590613,10,10-11,PS,True,False,False
226,590613,11,11-12,PS,True,False,False
226,590613,12,12-13,PS,True,False,False
226,590613,13,13-14,PS,True,False,False
226,590613,14,14-15,PS,True,False,False
226,590613,15,15-16,PS,True,False,False
226,590613,16,16-17,PS,True,False,False
227,590614,1,1-2,PS,True,False,False
227,590614,2,2-3,PS,True,False,False
227,590614,3,3-4,PS,True,False,False
227,590614,4,4-5,PS,True,False,False
227,590614,5,5-6,PS,True,False,False
227,590614,6,6-7,PS,True,False,False
227,590614,7,7-8,PS,True,False,False
227,590614,8,8-9,PS,True,False,False
227,590614,9,9-10,PS,True,False,False
227,590614,10,10-11,PS,True,False,False
227,590614,11,11-12,PS,True,False,False
227,590614,12,12-13,PS,True,False,False
227,590614,13,13-14,PS,True,False,False
227,590614,14,14-15,PS,True,False,False
227,590614,15,15-16,PS,True,False,False
227,590614,16,16-17,PS,True,False,False
228,590615,1,1-2,PS,True,False,False
228,590615,2,2-3,PS,True,False,False
228,590615,3,3-4,PS,True,False,False
228,590615,4,4-5,PS,True,False,False
228,590615,5,5-6,PS,True,False,False
228,590615,6,6-7,PS,True,False,False
228,590615,7,7-8,PS,True,False,False
228,590615,8,8-9,PS,True,False,False
228,590615,9,9-10,PS,True,False,False
228,590615,10,10-11,PS,True,False,False
228,590615,11,11-12,PS,True,False,False
228,590615,12,12-13,PS,True,False,False
228,590615,13,13-14,PS,True,False,False
228,590615,14,14-15,PS,True,False,False
228,590615,15,15-16,PS,True,False,False
228,590615,16,16-17,PS,True,False,False
229,590616,1,1-2,PS,True,False,False
229,590616,2,2-3,PS,True,False,False
229,590616,3,3-4,PS,True,False,False
229,590616,4,4-5,PS,True,False,False
229,590616,5,5-6,PS,True,False,False
229,590616,6,6-7,PS,True,False,False
229,590616,7,7-8,PS,True,False,False
229,590616,8,8-9,PS,True,False,False
229,590616,9,9-10,PS,True,False,False
229,590616,10,10-11,PS,True,False,False
229,590616,11,11-12,PS,True,False,False
229,590616,12,12-13,PS,True,False,False
229,590616,13,13-14,PS,True,False,False
229,590616,14,14-15,PS,True,False,False
229,590616,15,15-16,PS,True,False,False
229,590616,16,16-17,PS,True,False,False
230,590617,1,1-2,PS,True,False,False
230,590617,2,2-3,PS,True,False,False
230,590617,3,3-4,PS,True,False,False
230,590617,4,4-5,PS,True,False,False
230,590617,5,5-6,PS,True,False,False
230,590617,6,6-7,PS,True,False,False
230,590617,7,7-8,PS,True,False,False
230,590617,8,8-9,PS,True,False,False
230,590617,9,9-10,PS,True,False,False
230,590617,10,10-11,PS,True,False,False
230,590617,11,11-12,PS,True,False,False
230,590617,12,12-13,PS,True,False,False
230,590617,13,13-14,PS,True,False,False
230,590617,14,14-15,PS,True,False,False
230,590617,15,15-16,PS,True,False,False
230,590617,16,16-17,PS,True,False,False
231,590618,1,1-2,PS,True,False,False
231,590618,2,2-3,PS,True,False,False
231,590618,3,3-4,PS,True,False,False
231,590618,4,4-5,PS,True,False,False
231,590618,5,5-6,PS,True,False,False
231,590618,6,6-7,PS,True,False,False
231,590618,7,7-8,PS,True,False,False
231,590618,8,8-9,PS,True,False,False
231,590618,9,9-10,PS,True,False,False
231,590618,10,10-11,PS,True,False,False
231,590618,11,11-12,PS,True,False,False
231,590618,12,12-13,PS,True,False,False
231,590618,13,13-14,PS,True,False,False
231,590618,14,14-15,PS,True,False,False
231,590618,15,15-16,PS,True,False,False
231,590618,16,16-17,PS,True,False,False
232,590619,1,1-2,PS,True,False,False
232,590619,2,2-3,PS,True,False,False
232,590619,3,3-4,PS,True,False,False
232,590619,4,4-5,PS,True,False,False
232,590619,5,5-6,PS,True,False,False
232,590619,6,6-7,PS,True,False,False
232,590619,7,7-8,PS,True,False,False
232,590619,8,8-9,PS,True,False,False
232,590619,9,9-10,PS,True,False,False
232,590619,10,10-11,PS,True,False,False
232,590619,11,11-12,PS,True,False,False
232,590619,12,12-13,PS,True,False,False
232,590619,13,13-14,PS,True,False,False
232,590619,14,14-15,PS,True,False,False
232,590619,15,15-16,PS,True,False,False
232,590619,16,16-17,PS,True,False,False
233,590620,1,1-2,PS,True,False,False
233,590620,2,2-3,PS,True,False,False
233,590620,3,3-4,PS,True,False,False
233,590620,4,4-5,PS,True,False,False
233,590620,5,5-6,PS,True,False,False
233,590620,6,6-7,PS,True,False,False
233,590620,7,7-8,PS,True,False,False
233,590620,8,8-9,PS,True,False,False
233,590620,9,9-10,PS,True,False,False
233,590620,10,10-11,PS,True,False,False
233,590620,11,11-12,PS,True,False,False
233,590620,12,12-13,PS,True,False,False
233,590620,13,13-14,PS,True,False,False
233,590620,14,14-15,PS,True,False,False
233,590620,15,15-16,PS,True,False,False
233,590620,16,16-17,PS,True,False,False
234,590621,1,1-2,PS,True,False,False
234,590621,2,2-3,PS,True,False,False
234,590621,3,3-4,PS,True,False,False
234,590621,4,4-5,PS,True,False,False
234,590621,5,5-6,PS,True,False,False
234,590621,6,6-7,PS,True,False,False
234,590621,7,7-8,PS,True,False,False
234,590621,8,8-9,PS,True,False,False
234,590621,9,9-10,PS,True,False,False
234,590621,10,10-11,PS,True,False,False
234,590621,11,11-12,PS,True,False,False
234,590621,12,12-13,PS,True,False,False
234,590621,13,13-14,PS,True,False,False
234,590621,14,14-15,PS,True,False,False
234,590621,15,15-16,PS,True,False,False
234,590621,16,16-17,PS,True,False,False
235,590622,1,1-2,PS,True,False,False
235,590622,2,2-3,PS,True,False,False
235,590622,3,3-4,PS,True,False,False
235,590622,4,4-5,PS,True,False,False
235,590622,5,5-6,PS,True,False,False
235,590622,6,6-7,PS,True,False,False
235,590622,7,7-8,PS,True,False,False
235,590622,8,8-9,PS,True,False,False
235,590622,9,9-10,PS,True,False,False
235,590622,10,10-11,PS,True,False,False
235,590622,11,11-12,PS,True,False,False
235,590622,12,12-13,PS,True,False,False
235,590622,13,13-14,PS,True,False,False
235,590622,14,14-15,PS,True,False,False
235,590622,15,15-16,PS,True,False,False
235,590622,16,16-17,PS,True,False,False
236,590623,1,1-2,PS,True,False,False
236,590623,2,2-3,PS,True,False,False
236,590623,3,3-4,PS,True,False,False
236,590623,4,4-5,PS,True,False,False
236,590623,5,5-6,PS,True,False,False
236,590623,6,6-7,PS,True,False,False
236,590623,7,7-8,PS,True,False,False
236,590623,8,8-9,PS,True,False,False
236,590623,9,9-10,PS,True,False,False
236,590623,10,10-11,PS,True,False,False
236,590623,11,11-12,PS,True,False,False
236,590623,12,12-13,PS,True,False,False
236,590623,13,13-14,PS,True,False,False
236,590623,14,14-15,PS,True,False,False
236,590623,15,15-16,PS,True,False,False
236,590623,16,16-17,PS,True,False,False
237,590624,1,1-2,PS,True,False,False
237,590624,2,2-3,PS,True,False,False
237,590624,3,3-4,PS,True,False,False
237,590624,4,4-5,PS,True,False,False
237,590624,5,5-6,PS,True,False,False
237,590624,6,6-7,PS,True,False,False
237,590624,7,7-8,PS,True,False,False
237,590624,8,8-9,PS,True,False,False
237,590624,9,9-10,PS,True,False,False
237,590624,10,10-11,PS,True,False,False
237,590624,11,11-12,PS,True,False,False
237,590624,12,12-13,PS,True,False,False
237,590624,13,13-14,PS,True,False,False
237,590624,14,14-15,PS,True,False,False
237,590624,15,15-16,PS,True,False,False
237,590624,16,16-17,PS,True,False,False
238,590625,1,1-2,PS,True,False,False
238,590625,2,2-3,PS,True,False,False
238,590625,3,3-4,PS,True,False,False
238,590625,4,4-5,PS,True,False,False
238,590625,5,5-6,PS,True,False,False
238,590625,6,6-7,PS,True,False,False
238,590625,7,7-8,PS,True,False,False
238,590625,8,8-9,PS,True,False,False
238,590625,9,9-10,PS,True,False,False
238,590625,10,10-11,PS,True,False,False
238,590625,11,11-12,PS,True,False,False
238,590625,12,12-13,PS,True,False,False
238,590625,13,13-14,PS,True,False,False
238,590625,14,14-15,PS,True,False,False
238,590625,15,15-16,PS,True,False,False
238,590625,16,16-17,PS,True,False,False
239,590626,1,1-2,PS,True,False,False
239,590626,2,2-3,PS,True,False,False
239,590626,3,3-4,PS,True,False,False
239,590626,4,4-5,PS,True,False,False
239,590626,5,5-6,PS,True,False,False
239,590626,6,6-7,PS,True,False,False
239,590626,7,7-8,PS,True,False,False
239,590626,8,8-9,PS,True,False,False
239,590626,9,9-10,PS,True,False,False
239,590626,10,10-11,PS,True,False,False
239,590626,11,11-12,PS,True,False,False
239,590626,12,12-13,PS,True,False,False
239,590626,13,13-14,PS,True,False,False
239,590626,14,14-15,PS,True,False,False
239,590626,15,15-16,PS,True,False,False
239,590626,16,16-17,PS,True,False,False
240,590627,1,1-2,PS,True,False,False
240,590627,2,2-3,PS,True,False,False
240,590627,3,3-4,PS,True,False,False
240,590627,4,4-5,PS,True,False,False
240,590627,5,5-6,PS,True,False,False
240,590627,6,6-7,PS,True,False,False
240,590627,7,7-8,PS,True,False,False
240,590627,8,8-9,PS,True,False,False
240,590627,9,9-10,PS,True,False,False
240,590627,10,10-11,PS,True,False,False
240,590627,11,11-12,PS,True,False,False
240,590627,12,12-13,PS,True,False,False
240,590627,13,13-14,PS,True,False,False
240,590627,14,14-15,PS,True,False,False
240,590627,15,15-16,PS,True,False,False
240,590627,16,16-17,PS,True,False,False
241,590628,1,1-2,PS,True,False,False
241,590628,2,2-3,PS,True,False,False
241,590628,3,3-4,PS,True,False,False
241,590628,4,4-5,PS,True,False,False
241,590628,5,5-6,PS,True,False,False
241,590628,6,6-7,PS,True,False,False
241,590628,7,7-8,PS,True,False,False
241,590628,8,8-9,PS,True,False,False
241,590628,9,9-10,PS,True,False,False
241,590628,10,10-11,PS,True,False,False
241,590628,11,11-12,PS,True,False,False
241,590628,12,12-13,PS,True,False,False
241,590628,13,13-14,PS,True,False,False
241,590628,14,14-15,PS,True,False,False
241,590628,15,15-16,PS,True,False,False
241,590628,16,16-17,PS,True,False,False
242,590629,1,1-2,PS,True,False,False
242,590629,2,2-3,PS,True,False,False
242,590629,3,3-4,PS,True,False,False
242,590629,4,4-5,PS,True,False,False
242,590629,5,5-6,PS,True,False,False
242,590629,6,6-7,PS,True,False,False
242,590629,7,7-8,PS,True,False,False
242,590629,8,8-9,PS,True,False,False
242,590629,9,9-10,PS,True,False,False
242,590629,10,10-11,PS,True,False,False
242,590629,11,11-12,PS,True,False,False
242,590629,12,12-13,PS,True,False,False
242,590629,13,13-14,PS,True,False,False
242,590629,14,14-15,PS,True,False,False
242,590629,15,15-16,PS,True,False,False
242,590629,16,16-17,PS,True,False,False
243,590630,1,1-2,PS,True,False,False
243,590630,2,2-3,PS,True,False,False
243,590630,3,3-4,PS,True,False,False
243,590630,4,4-5,PS,True,False,False
243,590630,5,5-6,PS,True,False,False
243,590630,6,6-7,PS,True,False,False
243,590630,7,7-8,PS,True,False,False
243,590630,8,8-9,PS,True,False,False
243,590630,9,9-10,PS,True,False,False
243,590630,10,10-11,PS,True,False,False
243,590630,11,11-12,PS,True,False,False
243,590630,12,12-13,PS,True,False,False
243,590630,13,13-14,PS,True,False,False
243,590630,14,14-15,PS,True,False,False
243,590630,15,15-16,PS,True,False,False
243,590630,16,16-17,PS,True,False,False
244,590631,1,1-2,PS,True,False,False
244,590631,2,2-3,PS,True,False,False
244,590631,3,3-4,PS,True,False,False
244,590631,4,4-5,PS,True,False,False
244,590631,5,5-6,PS,True,False,False
244,590631,6,6-7,PS,True,False,False
244,590631,7,7-8,PS,True,False,False
244,590631,8,8-9,PS,True,False,False
244,590631,9,9-10,PS,True,False,False
244,590631,10,10-11,PS,True,False,False
244,590631,11,11-12,PS,True,False,False
244,590631,12,12-13,PS,True,False,False
244,590631,13,13-14,PS,True,False,False
244,590631,14,14-15,PS,True,False,False
244,590631,15,15-16,PS,True,False,False
244,590631,16,16-17,PS,True,False,False
245,590632,1,1-2,PS,True,False,False
245,590632,2,2-3,PS,True,False,False
245,590632,3,3-4,PS,True,False,False
245,590632,4,4-5,PS,True,False,False
245,590632,5,5-6,PS,True,False,False
245,590632,6,6-7,PS,True,False,False
245,590632,7,7-8,PS,True,False,False
245,590632,8,8-9,PS,True,False,False
245,590632,9,9-10,PS,True,False,False
245,590632,10,10-11,PS,True,False,False
245,590632,11,11-12,PS,True,False,False
245,590632,12,12-13,PS,True,False,False
245,590632,13,13-14,PS,True,False,False
245,590632,14,14-15,PS,True,False,False
245,590632,15,15-16,PS,True,False,False
245,590632,16,16-17,PS,True,False,False
246,590633,1,1-2,PS,True,False,False
246,590633,2,2-3,PS,True,False,False
246,590633,3,3-4,PS,True,False,False
246,590633,4,4-5,PS,True,False,False
246,590633,5,5-6,PS,True,False,False
246,590633,6,6-7,PS,True,False,False
246,590633,7,7-8,PS,True,False,False
246,590633,8,8-9,PS,True,False,False
246,590633,9,9-10,PS,True,False,False
246,590633,10,10-11,PS,True,False,False
246,590633,11,11-12,PS,True,False,False
246,590633,12,12-13,PS,True,False,False
246,590633,13,13-14,PS,True,False,False
246,590633,14,14-15,PS,True,False,False
246,590633,15,15-16,PS,True,False,False
246,590633,16,16-17,PS,True,False,False
247,590634,1,1-2,PS,True,False,False
247,590634,2,2-3,PS,True,False,False
247,590634,3,3-4,PS,True,False,False
247,590634,4,4-5,PS,True,False,False
247,590634,5,5-6,PS,True,False,False
247,590634,6,6-7,PS,True,False,False
247,590634,7,7-8,PS,True,False,False
247,590634,8,8-9,PS,True,False,False
247,590634,9,9-10,PS,True,False,False
247,590634,10,10-11,PS,True,False,False
247,590634,11,11-12,PS,True,False,False
247,590634,12,12-13,PS,True,False,False
247,590634,13,13-14,PS,True,False,False
247,590634,14,14-15,PS,True,False,False
247,590634,15,15-16,PS,True,False,False
247,590634,16,16-17,PS,True,False,False
248,590635,1,1-2,PS,True,False,False
248,590635,2,2-3,PS,True,False,False
248,590635,3,3-4,PS,True,False,False
248,590635,4,4-5,PS,True,False,False
248,590635,5,5-6,PS,True,False,False
248,590635,6,6-7,PS,True,False,False
248,590635,7,7-8,PS,True,False,False
248,590635,8,8-9,PS,True,False,False
248,590635,9,9-10,PS,True,False,False
248,590635,10,10-11,PS,True,False,False
248,590635,11,11-12,PS,True,False,False
248,590635,12,12-13,PS,True,False,False
248,590635,13,13-14,PS,True,False,False
248,590635,14,14-15,PS,True,False,False
248,590635,15,15-16,PS,True,False,False
248,590635,16,16-17,PS,True,False,False
249,590636,1,1-2,PS,True,False,False
249,590636,2,2-3,PS,True,False,False
249,590636,3,3-4,PS,True,False,False
249,590636,4,4-5,PS,True,False,False
249,590636,5,5-6,PS,True,False,False
249,590636,6,6-7,PS,True,False,False
249,590636,7,7-8,PS,True,False,False
249,590636,8,8-9,PS,True,False,False
249,590636,9,9-10,PS,True,False,False
249,590636,10,10-11,PS,True,False,False
249,590636,11,11-12,PS,True,False,False
249,590636,12,12-13,PS,True,False,False
249,590636,13,13-14,PS,True,False,False
249,590636,14,14-15,PS,True,False,False
249,590636,15,15-16,PS,True,False,False
249,590636,16,16-17,PS,True,False,False
250,590637,1,1-2,PS,True,False,False
250,590637,2,2-3,PS,True,False,False
250,590637,3,3-4,PS,True,False,False
250,590637,4,4-5,PS,True,False,False
250,590637,5,5-6,PS,True,False,False
250,590637,6,6-7,PS,True,False,False
250,590637,7,7-8,PS,True,False,False
250,590637,8,8-9,PS,True,False,False
250,590637,9,9-10,PS,True,False,False
250,590637,10,10-11,PS,True,False,False
250,590637,11,11-12,PS,True,False,False
250,590637,12,12-13,PS,True,False,False
250,590637,13,13-14,PS,True,False,False
250,590637,14,14-15,PS,True,False,False
250,590637,15,15-16,PS,True,False,False
250,590637,16,16-17,PS,True,False,False
251,590638,1,1-2,PS,True,False,False
251,590638,2,2-3,PS,True,False,False
251,590638,3,3-4,PS,True,False,False
251,590638,4,4-5,PS,True,False,False
251,590638,5,5-6,PS,True,False,False
251,590638,6,6-7,PS,True,False,False
251,590638,7,7-8,PS,True,False,False
251,590638,8,8-9,PS,True,False,False
251,590638,9,9-10,PS,True,False,False
251,590638,10,10-11,PS,True,False,False
251,590638,11,11-12,PS,True,False,False
251,590638,12,12-13,PS,True,False,False
251,590638,13,13-14,PS,True,False,False
251,590638,14,14-15,PS,True,False,False
251,590638,15,15-16,PS,True,False,False
251,590638,16,16-17,PS,True,False,False
252,590639,1,1-2,PS,True,False,False
252,590639,2,2-3,PS,True,False,False
252,590639,3,3-4,PS,True,False,False
252,590639,4,4-5,PS,True,False,False
252,590639,5,5-6,PS,True,False,False
252,590639,6,6-7,PS,True,False,False
252,590639,7,7-8,PS,True,False,False
252,590639,8,8-9,PS,True,False,False
252,590639,9,9-10,PS,True,False,False
252,590639,10,10-11,PS,True,False,False
252,590639,11,11-12,PS,True,False,False
252,590639,12,12-13,PS,True,False,False
252,590639,13,13-14,PS,True,False,False
252,590639,14,14-15,PS,True,False,False
252,590639,15,15-16,PS,True,False,False
252,590639,16,16-17,PS,True,False,False
253,590640,1,1-2,PS,True,False,False
253,590640,2,2-3,PS,True,False,False
253,590640,3,3-4,PS,True,False,False
253,590640,4,4-5,PS,True,False,False
253,590640,5,5-6,PS,True,False,False
253,590640,6,6-7,PS,True,False,False
253,590640,7,7-8,PS,True,False,False
253,590640,8,8-9,PS,True,False,False
253,590640,9,9-10,PS,True,False,False
253,590640,10,10-11,PS,True,False,False
253,590640,11,11-12,PS,True,False,False
